condition,seed_id,n_gen,vendi
gemma_t10,543,51,2.408743381500244
gemma_t10,1105,51,3.0461416244506836
gemma_t10,1587,51,2.3309290409088135
gemma_t10,17355,51,2.6500890254974365
gemma_t10,20744,51,2.4606661796569824
gemma_t10,39011,51,3.0022149085998535
gemma_t10,41263,51,2.575300693511963
gemma_t10,61274,51,2.597766637802124
gemma_t10,89639,51,3.8311569690704346
gemma_t10,92327,51,2.8864893913269043
gemma_t10,94285,51,3.0038845539093018
gemma_t10,96824,51,2.6984899044036865
gemma_t10,106054,51,3.3726606369018555
gemma_t10,115174,51,4.394857406616211
gemma_t10,122829,51,2.3650479316711426
gemma_t10,126584,51,2.860044240951538
gemma_t10,133195,51,3.5985934734344482
gemma_t10,138716,51,1.9198943376541138
gemma_t10,139787,51,2.0804522037506104
gemma_t10,141282,51,2.5163347721099854
gemma_t10,142368,51,2.237729072570801
gemma_t10,146843,51,3.7216360569000244
gemma_t10,151184,51,2.8140549659729004
gemma_t10,162169,51,1.6996132135391235
gemma_t10,173611,51,2.813943862915039
gemma_t10,203279,51,2.523627996444702
gemma_t10,207468,51,2.217930555343628
gemma_t10,217895,51,2.306136131286621
gemma_t10,220553,51,2.509204626083374
gemma_t10,223637,51,2.3382084369659424
gemma_t10,230735,51,2.439856767654419
gemma_t10,235645,51,2.1839771270751953
gemma_t10,247735,51,2.696308135986328
gemma_t10,256149,51,2.434359312057495
gemma_t10,259144,51,2.9924230575561523
gemma_t10,306227,51,3.589606523513794
gemma_t10,326903,51,3.185967445373535
gemma_t10,337390,51,3.316037893295288
gemma_t10,338760,51,3.239229202270508
gemma_t10,340852,51,2.498812675476074
gemma_t10,384520,51,2.701188564300537
gemma_t10,406026,51,2.7681939601898193
gemma_t10,414569,51,3.6701436042785645
gemma_t10,437687,51,2.5213735103607178
gemma_t10,441563,51,3.556300163269043
gemma_t10,472478,51,2.672135353088379
gemma_t10,497108,51,2.648189067840576
gemma_t10,524450,51,3.1777384281158447
gemma_t10,557620,51,2.61312198638916
gemma_t10,560565,51,2.2149999141693115
gemma_t10,574574,51,3.130183696746826
gemma_t10,577805,51,2.3956377506256104
gemma_t10,600412,51,4.312804222106934
gemma_t10,605706,51,2.3311996459960938
gemma_t10,617993,51,5.089572429656982
gemma_t10,630188,51,2.616925001144409
gemma_t10,631855,51,3.326451301574707
gemma_t10,652921,51,2.207782030105591
gemma_t10,687037,51,3.0676467418670654
gemma_t10,696805,51,2.698176383972168
gemma_t10,725590,51,2.6865673065185547
gemma_t10,744471,51,2.118241548538208
gemma_t10,747342,51,2.777211904525757
gemma_t10,767485,51,1.9998341798782349
gemma_t10,836219,51,3.5653533935546875
gemma_t10,842881,51,4.196177959442139
gemma_t10,845121,51,2.4973974227905273
gemma_t10,857321,51,2.1747283935546875
gemma_t10,862713,51,2.6746273040771484
gemma_t10,870211,51,2.4074487686157227
gemma_t10,881437,51,2.6674609184265137
gemma_t10,905565,51,4.360821723937988
gemma_t10,930231,51,2.650360107421875
gemma_t10,931054,51,3.0314109325408936
gemma_t10,940795,51,2.3472259044647217
gemma_t10,950358,51,1.9967917203903198
gemma_t10,955518,51,2.2870070934295654
gemma_t10,969555,51,3.268965482711792
gemma_t10,989439,51,2.2408552169799805
gemma_t10,1040556,51,2.9046335220336914
gemma_t10,1044865,51,2.077643632888794
gemma_t10,1066490,51,2.3503990173339844
gemma_t10,1077383,51,4.116968154907227
gemma_t10,1104123,51,3.5831377506256104
gemma_t10,1117579,51,3.2936980724334717
gemma_t10,1125916,51,3.400374174118042
gemma_t10,1137329,51,2.4947011470794678
gemma_t10,1139225,51,2.3199462890625
gemma_t10,1139492,51,2.870591163635254
gemma_t10,1234375,51,3.180103063583374
gemma_t10,1240016,51,2.6717042922973633
gemma_t10,1254267,51,3.3446216583251953
gemma_t10,1260035,51,3.3475100994110107
gemma_t10,1267472,51,2.5181119441986084
gemma_t10,1269020,51,2.4098973274230957
gemma_t10,1311547,51,2.225846290588379
gemma_t10,1336493,51,2.7435390949249268
gemma_t10,1356505,51,3.2820911407470703
gemma_t10,1389483,51,3.536402702331543
gemma_t10,1434196,51,2.755333662033081
gemma_t10,1499080,51,2.1045050621032715
gemma_t10,1508909,51,2.487854480743408
gemma_t10,1511192,51,2.2370431423187256
gemma_t10,1541076,51,3.677030563354492
gemma_t10,1553193,51,2.9823060035705566
gemma_t10,1563223,51,3.8623788356781006
gemma_t10,1564278,51,2.6416637897491455
gemma_t10,1567400,51,2.1389760971069336
gemma_t10,1570443,51,2.457284450531006
gemma_t10,1642392,51,2.238504648208618
gemma_t10,1662415,51,3.944753885269165
gemma_t10,1675452,51,2.8262338638305664
gemma_t10,1689426,51,2.991184949874878
gemma_t10,1707814,51,3.2707951068878174
gemma_t10,1762731,51,3.044217824935913
gemma_t10,1766244,51,2.5746138095855713
gemma_t10,1770102,51,3.322864294052124
gemma_t10,1774259,51,3.268535614013672
gemma_t10,1828592,51,2.201690912246704
gemma_t10,1828713,51,3.717071056365967
gemma_t10,1848109,51,3.2575676441192627
gemma_t10,1854889,51,3.495028018951416
gemma_t10,1862889,51,3.0917224884033203
gemma_t10,1880070,51,3.1428561210632324
gemma_t10,1919756,51,3.5803558826446533
gemma_t10,1929239,51,3.82473087310791
gemma_t10,1966079,51,3.507335662841797
gemma_t10,1969767,51,3.4545178413391113
gemma_t10,1992250,51,2.322037935256958
gemma_t10,2012188,51,2.209897041320801
gemma_t10,2021980,51,2.151503801345825
gemma_t10,2061169,51,2.3789138793945312
gemma_t10,2061341,51,3.362004518508911
gemma_t10,2131938,51,3.8454535007476807
gemma_t10,2140766,51,2.8153696060180664
gemma_t10,2146847,51,2.9335508346557617
gemma_t10,2159818,51,3.5659468173980713
gemma_t10,2162648,51,3.2730419635772705
gemma_t10,2162860,51,2.455065965652466
gemma_t10,2201909,51,2.4931249618530273
gemma_t10,2204603,51,2.5359911918640137
gemma_t10,2204967,51,2.303229570388794
gemma_t10,2213896,51,2.797873020172119
gemma_t10,2216180,51,2.83103609085083
gemma_t10,2228719,51,2.9626963138580322
gemma_t10,2233498,51,2.7909984588623047
gemma_t10,2250656,51,2.3432157039642334
gemma_t10,2267179,51,2.085907220840454
gemma_t10,2271146,51,2.516453981399536
gemma_t10,2302492,51,2.902336835861206
gemma_t10,2303379,51,2.7408456802368164
gemma_t10,2317858,51,2.9109628200531006
gemma_t10,2318481,51,2.830846071243286
gemma_t10,2325074,51,2.601684093475342
gemma_t10,2334067,51,2.5507843494415283
gemma_t10,2367456,51,2.2785723209381104
gemma_t10,2380086,51,2.8424489498138428
gemma_t10,2390655,51,3.060554027557373
gemma_t10,2418468,51,2.7982404232025146
gemma_t10,2425494,51,2.7028391361236572
gemma_t10,2426309,51,2.879455327987671
gemma_t10,2434362,51,3.2321295738220215
gemma_t10,2454882,51,2.381495237350464
gemma_t10,2493033,51,3.290354013442993
gemma_t10,2496355,51,2.9217002391815186
gemma_t10,2556949,51,3.513413906097412
gemma_t10,2574224,51,2.254164457321167
gemma_t10,2592133,51,3.9971046447753906
gemma_t10,2593903,51,2.7232775688171387
gemma_t10,2597568,51,2.578155517578125
gemma_t10,2623009,51,2.6248626708984375
gemma_t10,2625301,51,2.473653793334961
gemma_t10,2654931,51,3.7051727771759033
gemma_t10,2717698,51,3.2046563625335693
gemma_t10,2742513,51,3.1084930896759033
gemma_t10,2760254,51,2.4685287475585938
gemma_t10,2782776,51,2.6229913234710693
gemma_t10,2783746,51,3.319384813308716
gemma_t10,2790679,51,3.7554543018341064
gemma_t10,2797612,51,2.7290706634521484
gemma_t10,2812117,51,2.678008794784546
gemma_t10,2816661,51,3.6691014766693115
gemma_t10,2820782,51,3.7711801528930664
gemma_t10,2839348,51,2.568617105484009
gemma_t10,2844066,51,2.000070095062256
gemma_t10,2867243,51,2.002223253250122
gemma_t10,2868247,51,1.9200884103775024
gemma_t10,2882092,51,3.4981229305267334
gemma_t10,2887257,51,2.9563515186309814
gemma_t10,2897037,51,2.9266326427459717
gemma_t10,2905151,51,2.139690399169922
gemma_t10,2937095,51,3.4420132637023926
gemma_t10,2944650,51,3.5356926918029785
gemma_t10,2948298,51,3.0082497596740723
gemma_t10,2952144,51,2.6314878463745117
gemma_t10,2973141,51,2.0381999015808105
gemma_t10,2986205,51,2.7725186347961426
gemma_t10,2990483,51,2.4365487098693848
gemma_t10,3016990,51,3.7883222103118896
gemma_t10,3033303,51,2.6952879428863525
gemma_t10,3051772,51,2.695638418197632
gemma_t10,3063394,51,1.6619412899017334
gemma_t10,3065236,51,2.837817430496216
gemma_t10,3083231,51,3.472951889038086
gemma_t10,3089175,51,2.479968786239624
gemma_t10,3101865,51,4.258859634399414
gemma_t10,3127682,51,2.8996241092681885
gemma_t10,3130692,51,2.5795369148254395
gemma_t10,3132651,51,4.417918682098389
gemma_t10,3144258,51,2.7663445472717285
gemma_t10,3160937,51,2.477903366088867
gemma_t10,3202289,51,3.1983189582824707
gemma_t10,3221856,51,2.421905517578125
gemma_t10,3222040,51,2.7735049724578857
gemma_t10,3257353,51,3.7329821586608887
gemma_t10,3262717,51,2.8715367317199707
gemma_t10,3265924,51,4.028132438659668
gemma_t10,3274110,51,3.599212884902954
gemma_t10,3278107,51,3.486624240875244
gemma_t10,3282953,51,2.7574234008789062
gemma_t10,3291104,51,2.2765438556671143
gemma_t10,3295641,51,2.9220993518829346
gemma_t10,3351788,51,2.476318359375
gemma_t10,3401524,51,2.22163462638855
gemma_t10,3413244,51,2.4127235412597656
gemma_t10,3426453,51,2.7992913722991943
gemma_t10,3438497,51,4.959293365478516
gemma_t10,3504755,51,2.6948437690734863
gemma_t10,3510042,51,1.8768353462219238
gemma_t10,3514435,51,2.600959300994873
gemma_t10,3526062,51,2.0743649005889893
gemma_t10,3526501,51,2.4831531047821045
gemma_t10,3527244,51,3.09177565574646
gemma_t10,3527842,51,2.7063446044921875
gemma_t10,3536005,51,3.035881280899048
gemma_t10,3555187,51,2.5084590911865234
gemma_t10,3565485,51,2.2500338554382324
gemma_t10,3576631,51,2.7357327938079834
gemma_t10,3598758,51,2.7415735721588135
gemma_t10,3623373,51,2.9352827072143555
gemma_t10,3641676,51,3.0974879264831543
gemma_t10,3656086,51,2.389882802963257
gemma_t10,3662564,51,2.8415307998657227
gemma_t10,3666937,51,2.346341848373413
gemma_t10,3677429,51,2.914640188217163
gemma_t10,3718988,51,2.206622838973999
gemma_t10,3792324,51,2.3668854236602783
gemma_t10,3806582,51,2.852504253387451
gemma_t10,3882054,51,2.8145763874053955
gemma_t10,3896491,51,2.4874885082244873
gemma_t10,3913537,51,4.167853832244873
gemma_t10,3932228,51,2.240783929824829
gemma_t10,3933075,51,2.949476957321167
gemma_t10,4248450,51,2.877195119857788
gemma_t10,4310945,51,2.6492092609405518
gemma_t10,4311707,51,2.8144373893737793
gemma_t10,4354069,51,1.797197937965393
gemma_t10,4406182,51,2.749941110610962
gemma_t10,4411469,51,4.281953811645508
gemma_t10,4460159,51,3.3749616146087646
gemma_t10,4547415,51,3.3335273265838623
gemma_t10,4588148,51,3.412567377090454
gemma_t10,4623739,51,2.38277268409729
gemma_t10,4654482,51,2.313953399658203
gemma_t10,4698173,51,2.951775550842285
gemma_t10,4702087,51,3.1606106758117676
gemma_t10,4715568,51,2.313178300857544
gemma_t10,4732544,51,3.547478675842285
gemma_t10,4792796,51,3.3091697692871094
gemma_t10,4829361,51,2.456937074661255
gemma_t10,4859003,51,3.105635166168213
gemma_t10,4891749,51,2.2031869888305664
gemma_t10,4894130,51,2.7943971157073975
gemma_t10,4895939,51,2.17986798286438
gemma_t10,4899062,51,2.7863962650299072
gemma_t10,4929974,51,2.1577045917510986
gemma_t10,4936344,51,2.4862654209136963
gemma_t10,4942335,51,3.6402313709259033
gemma_t10,4948322,51,3.759700298309326
gemma_t10,4953145,51,2.8855602741241455
gemma_t10,4956100,51,2.6745758056640625
gemma_t10,4957155,51,2.7894415855407715
gemma_t10,4975368,51,2.9844119548797607
gemma_t10,4981128,51,2.3932456970214844
gemma_t10,5001921,51,2.617450475692749
gemma_t10,5013006,51,3.149096727371216
gemma_t10,5016370,51,2.666804552078247
gemma_t10,5019682,51,3.1701762676239014
gemma_t10,5020278,51,2.4700212478637695
gemma_t10,5033484,51,4.374281406402588
gemma_t10,5053850,51,3.084843873977661
gemma_t10,5062433,51,3.2219417095184326
gemma_t10,5066019,51,2.234781503677368
gemma_t10,5068376,51,2.1784300804138184
gemma_t10,5068554,51,1.7888598442077637
gemma_t10,5068596,51,3.4816832542419434
gemma_t10,5071138,51,2.583307981491089
gemma_t10,5073886,51,2.237370252609253
gemma_t10,5092868,51,2.5174779891967773
gemma_t10,5112038,51,2.554964780807495
gemma_t10,5118729,51,3.3133530616760254
gemma_t10,5125975,51,2.989780902862549
gemma_t10,5163433,51,5.275570392608643
gemma_t10,5165773,51,3.2965009212493896
gemma_t10,5165854,51,3.1548001766204834
gemma_t10,5187426,51,2.814918041229248
gemma_t10,5191821,51,3.1078591346740723
gemma_t10,5204434,51,2.9211764335632324
gemma_t10,5213476,51,2.3043055534362793
gemma_t10,5234044,51,2.327052354812622
gemma_t10,5241137,51,4.060159683227539
gemma_t10,5247929,51,3.330071449279785
gemma_t10,5252401,51,2.754279375076294
gemma_t10,5252952,51,3.4588959217071533
gemma_t10,5267356,51,1.8301246166229248
gemma_t10,5403702,51,3.233882427215576
gemma_t10,5410083,51,3.2883856296539307
gemma_t10,5462493,51,2.622145175933838
gemma_t10,5509911,51,3.1999573707580566
gemma_t10,5519060,51,3.869171619415283
gemma_t10,5535381,51,2.088364839553833
gemma_t10,5557854,51,2.1084818840026855
gemma_t10,5591459,51,4.013425827026367
gemma_t10,5617603,51,2.668945550918579
gemma_t10,5628616,51,4.306342601776123
gemma_t10,5632184,51,2.192981719970703
gemma_t10,5636935,51,3.0050253868103027
gemma_t10,5649853,51,2.7570409774780273
gemma_t10,5673925,51,2.5437159538269043
gemma_t10,5729159,51,3.2459185123443604
gemma_t10,5737359,51,2.4424383640289307
gemma_t10,5740960,51,2.681793451309204
gemma_t10,5761781,51,3.4483048915863037
gemma_t10,5776384,51,2.04738450050354
gemma_t10,5779419,51,2.464235305786133
gemma_t10,5802667,51,2.695133924484253
gemma_t10,5815755,51,2.9483954906463623
gemma_t10,5816303,51,2.9685275554656982
gemma_t10,5818711,51,3.077284097671509
gemma_t10,5821457,51,3.136003255844116
gemma_t10,5825949,51,3.3699028491973877
gemma_t10,5859332,51,2.2408790588378906
gemma_t10,5968971,51,4.158178329467773
gemma_t10,5993783,51,1.9253696203231812
gemma_t10,6008960,51,3.6752090454101562
gemma_t10,6118285,51,2.0488710403442383
gemma_t10,6157828,51,2.0724620819091797
gemma_t10,6183556,51,2.3987109661102295
gemma_t10,6197592,51,3.92905855178833
gemma_t10,6206777,51,2.2627151012420654
gemma_t10,6222768,51,3.574984550476074
gemma_t10,6235360,51,3.0794897079467773
gemma_t10,6237722,51,2.8031575679779053
gemma_t10,6246116,51,3.9558050632476807
gemma_t10,6246996,51,2.4381587505340576
gemma_t10,6249194,51,2.961960554122925
gemma_t10,6263378,51,2.901836395263672
gemma_t10,6278207,51,2.8837358951568604
gemma_t10,6311642,51,2.279175281524658
gemma_t10,6359641,51,2.432856559753418
gemma_t10,6360322,51,3.4608914852142334
gemma_t10,6364632,51,1.9708223342895508
gemma_t10,6380915,51,2.363856077194214
gemma_t10,6397026,51,2.1344408988952637
gemma_t10,6428039,51,2.7972629070281982
gemma_t10,6430837,51,2.898250102996826
gemma_t10,6441832,51,3.258364677429199
gemma_t10,6452487,51,1.8755433559417725
gemma_t10,6453515,51,1.9743759632110596
gemma_t10,6468765,51,3.151214361190796
gemma_t10,6506243,51,2.436924457550049
gemma_t10,6508854,51,2.8757972717285156
gemma_t10,6529193,51,2.649547815322876
gemma_t10,6532096,51,2.406702995300293
gemma_t10,6540287,51,3.0839996337890625
gemma_t10,6541910,51,3.109811782836914
gemma_t10,6551751,51,2.5485177040100098
gemma_t10,6561519,51,2.122894525527954
gemma_t10,6618571,51,4.342888832092285
gemma_t10,6627923,51,3.3761863708496094
gemma_t10,6660863,51,2.8431079387664795
gemma_t10,6666052,51,2.2354190349578857
gemma_t10,6683636,51,2.064837694168091
gemma_t10,6713076,51,4.138151168823242
gemma_t10,6728280,51,2.2406232357025146
gemma_t10,6737909,51,2.336941719055176
gemma_t10,6772589,51,2.239478588104248
gemma_t10,6797800,51,2.6717453002929688
gemma_t10,6803340,51,2.6760544776916504
gemma_t10,6879481,51,1.887445092201233
gemma_t10,6881637,51,3.166210889816284
gemma_t10,6922426,51,2.202817678451538
gemma_t10,6981674,51,2.613924741744995
gemma_t10,7013414,51,2.0356273651123047
gemma_t10,7074119,51,2.052187204360962
gemma_t10,7100502,51,2.5299651622772217
gemma_t10,7139779,51,2.7359955310821533
gemma_t10,7146903,51,2.911968469619751
gemma_t10,7172294,51,3.6628644466400146
gemma_t10,7182393,51,2.7397778034210205
gemma_t10,7197241,51,3.3720321655273438
gemma_t10,7197724,51,2.606999158859253
gemma_t10,7212585,51,2.793055534362793
gemma_t10,7218315,51,3.073542356491089
gemma_t10,7294125,51,1.9605493545532227
gemma_t10,7294316,51,3.185824155807495
gemma_t10,7311195,51,3.1905517578125
gemma_t10,7397938,51,2.5766587257385254
gemma_t10,7403346,51,2.950707197189331
gemma_t10,7410732,51,2.166881799697876
gemma_t10,7413367,51,2.220602512359619
gemma_t10,7417943,51,2.904449939727783
gemma_t10,7421176,51,2.349788188934326
gemma_t10,7454072,51,3.4673237800598145
gemma_t10,7473831,51,2.1171162128448486
gemma_t10,7475429,51,3.2994186878204346
gemma_t10,7490434,51,2.7141761779785156
gemma_t10,7497218,51,2.846992015838623
gemma_t10,7499734,51,3.0053842067718506
gemma_t10,7516595,51,2.3807313442230225
gemma_t10,7557552,51,3.465644121170044
gemma_t10,7617879,51,4.753176212310791
gemma_t10,7658338,51,3.6899187564849854
gemma_t10,7663461,51,5.778456211090088
gemma_t10,7665329,51,2.2801196575164795
gemma_t10,7680936,51,2.4556705951690674
gemma_t10,7699280,51,2.8340678215026855
gemma_t10,7708374,51,2.774876356124878
gemma_t10,7752968,51,2.4843292236328125
gemma_t10,7785983,51,2.4348764419555664
gemma_t10,7819714,51,2.519883632659912
gemma_t10,7890036,51,4.702604293823242
gemma_t10,7988167,51,2.5524957180023193
gemma_t10,8008954,51,2.6299002170562744
gemma_t10,8012781,51,1.7209603786468506
gemma_t10,8021351,51,2.5234169960021973
gemma_t10,8031974,51,2.046356201171875
gemma_t10,8052901,51,2.112645149230957
gemma_t10,8066499,51,1.7087013721466064
gemma_t10,8198608,51,2.799562454223633
gemma_t10,8202418,51,3.43217396736145
gemma_t10,8229552,51,2.5135843753814697
gemma_t10,8280711,51,3.0406579971313477
gemma_t10,8387007,51,2.1613142490386963
gemma_t10,8395799,51,1.99852454662323
gemma_t10,8523995,51,2.8227269649505615
gemma_t10,8528301,51,2.329339027404785
gemma_t10,8586038,51,2.9607529640197754
gemma_t10,8677917,51,2.803415298461914
gemma_t10,8723181,51,2.7687416076660156
gemma_t10,8723311,51,2.492971181869507
gemma_t10,8821211,51,3.142152786254883
gemma_t10,8940645,51,2.9862060546875
gemma_t10,9124334,51,2.776918649673462
gemma_t10,9134916,51,2.3848581314086914
gemma_t10,9135033,51,2.107448101043701
gemma_t10,9137624,51,3.460972309112549
gemma_t10,9163756,51,2.546374559402466
gemma_t10,9164793,51,2.6710562705993652
gemma_t10,9187880,51,2.5649845600128174
gemma_t10,9192723,51,2.8103322982788086
gemma_t10,9197196,51,2.591505289077759
gemma_t10,9205021,51,3.37971830368042
gemma_t10,9251622,51,2.770378828048706
gemma_t10,9268430,51,3.2127914428710938
gemma_t10,9285053,51,3.4094197750091553
gemma_t10,9340391,51,3.684980630874634
gemma_t10,9345583,51,3.4546051025390625
gemma_t10,9385494,51,2.7094955444335938
gemma_t10,9387600,51,2.60697340965271
gemma_t10,9397697,51,3.5019235610961914
gemma_t10,9471817,51,4.458211421966553
